Driver Single Trip Costs
2.034642810104266
2.721162363795684
2.660783674608601
4.046408813945811
3.3499053612413037
2.5856062450407684
1.1784269251711428
3.8055517787460973
2.168390318393034
3.1418812486475725
4.6832354466528106
4.009260666887325
3.3504223091648075
2.166040284596702
1.5398065985234113
3.269930825921938
2.3003733587152957
3.939988838053184
3.3789133157568587
3.0307942368944008
3.719705316828232
2.8145292367270596
1.186073834363304
4.889209062940295
2.3251772643142337
3.2499316292092546
4.373068360255374
1.4235094295914625
6.51455139176025
1.7130945881088637
1.2930187431088167
2.76679638212949
2.7480081775068186
2.6450513352447507
5.617224870563085
6.648327903690225
1.6215988256122256
2.786226499315544
3.5693276421767113
2.2743329800866268
4.472138961326659
4.907151530964857
2.907181650181933
4.631551409757539
2.895161519534652
6.138446782087107
6.64817113978687
2.800458808601899
3.407995082364941
5.5500056577710035
4.729475732103615
4.451246391438413
9.507821707167802
2.980546764613002
3.7517943497650252
2.6546740679631005
2.1761576894451973
3.7577519322320776
4.548819505573667
3.3942564247302878
3.6375250929579126
7.154983439896274
6.619159550504364
2.7824321780422077
3.171671142549076
3.7335739763601
4.965874815207229
4.8711438036464205
3.2297568251748316
3.826746528739834
4.46205748314451
6.45396308764874
3.8238635926514832
4.854325743272182
5.3365879945362
3.8281427941632433
3.2654993814252453
4.978515799270456
4.104720732342977
5.433370211266321
4.495166790648837
4.213116925787566
3.1019209232845157
5.568644840274558
2.347401761588716
5.219027976019018
4.285166360573911
2.850301517581869
3.5654659841767242
1.8344337038423415
3.8471257702308392
3.4341658707850238
3.463357065211944
0.7917249408680838
5.3900816517214185
5.413730578181824
2.559653353406864
2.1631878666047277
3.2950047701644922
1.3652603953461033
5.185201204019762
2.024534153530305
2.028289087172352
4.190123045306759
1.850576393150866
5.970484807422927
5.098537052651404
5.514619762825254
3.064230339645693
0.846205402003024
3.1849954330869696
3.1798890612244595
6.03221774718406
3.1249350720958735
4.406935365444541
5.166304533310211
3.6619215845933
4.42319040420043
4.948805875470448
1.7928581178299894
3.965780246956516
3.657207669905482
6.461218523353185
1.4733477418700955
3.538498675615567
4.492822626519163
4.71287165526731
7.675571273051881
2.8459169958782002
2.545708634805142
4.963961210012811
1.3206612501157828
3.3975240804770324
2.265956685040974
8.966757438930784
4.620110108604049
2.4061765538522843
2.222354433044647
4.709741681962795
4.9365971651023015
2.630528637986007
3.9958435991097647
4.603967303366605
1.9387822695478467
3.935187767221863
3.6673332387755297
4.428299693344264
4.468926714710106
1.9275994206098623
3.8834673003061924
4.347366306312772
3.960635892514704
3.4498384236397968
3.082885121401246
5.529296494415739
3.328912162571684
4.027983727664052
4.245997572027089
3.4973003388088957
3.3934265100950274
3.356371780243151
6.1176844856825285
3.3242608202907484
6.251763089458221
1.8612135151991762
6.006807186304754
4.225130303664591
4.359382344990176
