Driver Total Times
318.91870962304773
308.4308216291687
319.6949930499481
353.58913209054805
311.01450762199914
318.6930845398215
468.4261099289372
376.5069714059733
433.05557988374574
335.14865120348287
429.2479148221026
457.81460512743485
379.42687148458117
422.8633703203428
424.46735235482294
357.60907265808027
302.4557591473017
465.6185573203026
301.76752179764185
362.63838990170075
469.5139999214887
468.3696160666288
451.03053216673817
422.0445166813443
358.83544762264404
391.1928033787231
380.12169337984784
478.8809626959689
466.7411494947135
364.6532585288099
330.4977090763883
360.62074855583757
435.9290055341933
354.79945838857606
440.25548044625725
397.94988873994123
326.9256160666812
434.3398229213709
458.40884638856664
446.49271162101616
411.21810909538334
475.2969243881839
431.26144468690154
365.32674877340065
441.6275120085983
434.3223027114559
355.97476034781
422.27242067390813
418.9782053601181
330.23907642731115
308.89623067972525
390.8734864937934
479.12424199570853
325.5770435530162
328.5836561334919
440.0537461496845
352.92018490414335
349.5687723843137
367.9959747459497
348.6144079391314
435.046768149843
401.1196479628395
349.68906947172684
310.08195019296676
471.9993176506507
479.513530487553
301.46162880251603
472.7512598970114
398.8358357993862
416.7383855369508
354.67289172652886
477.1731652991987
470.9281377822452
387.9935133657905
406.49666444444665
310.5031726250633
371.3177233976658
325.62413297087534
400.7578166545369
453.86291915707693
355.5361612742302
389.72993864175567
428.1521902280446
470.7605975892072
363.49076651766455
328.6956249491354
475.0708056490234
389.7537706589554
326.6489529085625
301.8554338512461
336.0150285689885
397.94317711294065
382.6987821507145
379.58856974166247
450.53469781300475
355.011881665066
392.7016087375454
349.1628414053364
402.6977100468982
374.1828168274166
439.5256983505932
470.90617197529144
363.0453347444451
473.0490694527158
413.7239484184122
399.86270824292296
335.72725674415796
390.8431123373204
330.60016430525354
331.4911444125072
473.8818259746738
384.1770334670015
476.68670883417406
454.68284653438366
435.83948619594304
376.8470294464714
429.6731919516778
419.9583491716909
310.1479309918521
449.8263621905249
370.54390838421085
440.217038502399
366.02413858804005
416.58597404241686
461.0774550711091
317.0518742658812
356.54046984947155
432.07495294312486
427.18216869919456
476.22761588946156
388.95185619705387
412.0296171452825
321.55593812749055
371.19816305910894
330.7399989608616
332.61624636146723
317.3038664743199
479.46056002380567
443.9006149981972
313.07980341778506
477.1180579098832
398.1990437627894
422.4582864552019
443.9256398958356
362.69470967927197
384.4964940779079
377.666776926367
430.83603169267354
380.3467179898923
348.71762352397013
461.8537342920605
316.0800206915656
457.5446527991967
356.7372778510626
415.87640086972283
355.95749644195837
450.66806474662724
335.3678663419122
412.47151838784873
415.2627445114858
431.31988934434605
462.2452925516131
413.9596210723281
381.3418104234202
472.46093021357325
371.1879051814308
384.8397148124713
414.36200650741284
300.8680140931922
366.29353248915766
311.51710400553407
420.99661047455817
425.54426936883783
413.485882457921
446.92966712775143
445.7863034124302
318.0501930401378
396.40068700562654
343.7614371892683
442.88113863638137
453.4742738370484
475.23236561502176
367.6853103592456
443.167958887866
431.8818843166713
445.8807607573116
322.9897084314956
