Driver Total Distance
105.93363299897779
119.91496384797954
115.37349661771972
140.6433289249866
112.40666149776426
118.21751454450339
174.8572927606717
117.61820432505988
155.78968507547918
107.7707935947071
151.42432841883965
142.9765310431271
119.50232117724715
141.85099178780897
140.48306838028097
107.2407281696092
96.01613570220917
158.4814293301922
104.4027421910721
128.17245295102572
136.22532084807523
151.01605406646613
149.31628259039996
130.68925705801882
128.02925946458748
155.80366802595913
122.86162622535667
156.0925126753336
145.91531550149028
136.8612732533428
105.7279699583449
131.6459441056041
157.99496265366045
123.96160790823306
156.3729960887792
144.7217829214592
109.96586007246974
162.83015410915726
169.64313735534787
161.98888655347213
142.59028510578983
164.44479019806394
135.59055879166502
124.62584881332104
138.26645220002123
143.28855976798715
116.87235259973927
134.10502066393533
166.86999841767005
112.15400150260473
95.24679144904351
146.68079143921963
157.62469388863772
88.20190030380182
108.55820410627909
133.45967526263522
109.5166856130767
113.68740563781544
109.55558296258691
125.45770456978966
158.24954864699748
129.9251334155332
123.82898636584568
93.67303491941988
148.4535621291726
161.69773517405892
119.2160124266015
131.4077507358984
127.46814584938167
136.80267444510815
108.94732736758253
173.73838374263187
159.5517912381416
108.39189597516699
140.1389052031259
110.44607287850316
140.94235992380794
108.05323240136812
135.07449504524996
144.78252388008522
120.96973970977213
124.65875016602143
146.0204776960843
170.8098824362467
126.70578777650256
142.5345410677012
164.0126806653539
140.96922551210562
126.15871054383464
109.33121258315919
117.96735278025514
133.61307679841815
144.7174309774475
140.52782744945088
140.24736801274165
112.18447407495178
128.8610773538277
131.78170844931134
126.45545189729076
124.20896235177136
137.6521123814534
153.64809141769453
125.09710004006503
153.72855037819832
122.50875229032197
150.8215418824409
108.49275757696776
114.26031328695574
115.78120701304027
107.29430402680096
143.94004790941688
130.98524091455687
159.0879732501653
133.6503138833583
158.37931800503776
132.51717787587936
155.89259322738747
139.47684957415507
105.3430457336459
149.6519452167642
127.92001098436772
155.63400851564356
140.21072000202275
143.57071270539936
148.83986179373917
111.45878946754304
135.8732350691803
158.58287904430296
157.7406897574498
171.86124223767047
135.68130899421033
142.17551953473497
115.71983418009214
125.42059801433842
