Driver Total Costs
21.18672659979556
23.982992769595903
23.07469932354395
28.128665784997327
22.481332299552854
23.643502908900683
34.97145855213435
23.523640865011973
31.15793701509584
21.554158718941423
30.284865683767933
28.595306208625427
23.900464235449434
28.370198357561794
28.096613676056187
21.44814563392184
19.203227140441836
31.696285866038444
20.88054843821442
25.634490590205147
27.24506416961505
30.203210813293225
29.863256518079996
26.137851411603762
25.6058518929175
31.16073360519183
24.572325245071337
31.21850253506672
29.183063100298053
27.37225465066856
21.14559399166898
26.329188821120816
31.598992530732097
24.79232158164661
31.274599217755842
28.944356584291853
21.99317201449395
32.56603082183146
33.92862747106958
32.39777731069442
28.51805702115797
32.888958039612795
27.118111758333
24.925169762664215
27.653290440004245
28.657711953597435
23.374470519947856
26.821004132787067
33.37399968353402
22.430800300520946
19.049358289808705
29.336158287843922
31.52493877772755
17.640380060760364
21.71164082125582
26.691935052527043
21.90333712261534
22.737481127563086
21.91111659251738
25.091540913957935
31.649909729399496
25.98502668310664
24.765797273169138
18.734606983883978
29.690712425834526
32.339547034811794
23.8432024853203
26.28155014717968
25.493629169876332
27.360534889021636
21.789465473516508
34.747676748526374
31.910358247628317
21.6783791950334
28.02778104062518
22.089214575700634
28.188471984761584
21.61064648027363
27.014899009049994
28.95650477601705
24.193947941954427
24.931750033204292
29.204095539216855
34.16197648724935
25.341157555300512
28.506908213540243
32.80253613307078
28.193845102421125
25.231742108766927
21.866242516631843
23.593470556051027
26.722615359683633
28.9434861954895
28.10556548989017
28.04947360254834
22.436894814990353
25.77221547076554
26.35634168986227
25.291090379458147
24.84179247035427
27.530422476290678
30.729618283538912
25.019420008013014
30.745710075639668
24.501750458064393
30.164308376488176
21.698551515393557
22.852062657391144
23.15624140260806
21.458860805360196
28.788009581883376
26.197048182911374
31.817594650033055
26.73006277667167
31.67586360100755
26.503435575175867
31.17851864547749
27.89536991483101
21.06860914672918
29.93038904335285
25.584002196873545
31.126801703128717
28.042144000404555
28.714142541079866
29.767972358747834
22.291757893508606
27.17464701383606
31.7165758088606
31.548137951489963
34.3722484475341
27.136261798842067
28.435103906946992
23.14396683601843
25.084119602867688
25.1031055529023
24.23749089961599
21.62886925464436
31.47047048849171
30.999295902593996
24.94990800951346
31.861849484850698
27.200904852492652
30.664463312094814
35.033808864426334
26.309956573370208
25.68609909500256
26.478280518079913
31.135950438358975
29.675610063619118
25.856228119663122
32.918784942689854
21.460299541840307
31.714136266733888
29.006519052442272
26.5388129292885
26.15318458701394
32.93297785404301
23.4104388920595
25.047313660232554
28.28437121648781
25.703178787549803
31.540685265521354
26.28821506243366
27.70582502924329
30.904488550404732
25.58313874218553
30.283918249432617
27.39880637743711
18.087302831616817
27.861562726080987
